,CustomerID,Recency,Frequency,Monetary,R_Score,log_Monetary,log_Frequency,F_Score,M_Score,RFM_Score,Segment
174,12565.0,289,1,145.92000000000002,1,4.989888220951467,0.6931471805599453,1,1,111,At Risk Loyal
175,12566.0,86,1,342.5,2,5.839187111662404,0.6931471805599453,1,2,212,At Risk Loyal
176,12567.0,23,10,9129.08,3,9.11932973587264,2.3978952727983707,4,4,344,Loyal Customers
177,12569.0,2,32,3959.9900000000002,4,8.284249273003734,3.4965075614664802,4,4,444,Champions
178,12571.0,40,2,519.61,3,6.255001200981438,1.0986122886681098,2,2,322,Potential Loyalists
179,12572.0,9,2,998.12,4,6.906874891554829,1.0986122886681098,2,3,423,New Customers
180,12573.0,227,1,160.54000000000002,1,5.08475279001415,0.6931471805599453,1,1,111,At Risk Loyal
181,12574.0,316,1,212.35000000000002,1,5.362934009634009,0.6931471805599453,1,1,111,At Risk Loyal
182,12576.0,36,5,1298.83,3,7.169988765667817,1.791759469228055,3,3,333,Loyal Customers
183,12577.0,35,3,626.6,3,6.441903020858877,1.3862943611198906,3,2,332,Potential Loyalists
184,12578.0,21,2,2611.81,3,7.868181549520573,1.0986122886681098,2,4,324,Potential Loyalists
185,12579.0,78,1,431.27,2,6.069050393012953,0.6931471805599453,1,2,212,At Risk Loyal
186,12580.0,247,1,409.6,1,6.017619504584833,0.6931471805599453,1,2,112,At Risk Loyal
187,12581.0,40,1,194.66,3,5.276378459029282,0.6931471805599453,1,1,311,Potential Loyalists
188,12582.0,239,2,411.15999999999997,1,6.021411623475934,1.0986122886681098,2,2,122,At Risk Loyal
189,12583.0,3,15,7102.18,4,8.868297850081762,2.772588722239781,4,4,444,Champions
190,12584.0,4,9,2273.0,4,7.729295674310482,2.302585092994046,4,4,444,Champions
191,12585.0,234,2,1949.6599999999999,1,7.575923055831068,1.0986122886681098,2,4,124,At Risk Loyal
192,12586.0,17,1,196.94000000000003,4,5.2879639544685455,0.6931471805599453,1,1,411,New Customers
193,12587.0,8,1,118.95,4,4.787074989285704,0.6931471805599453,1,1,411,New Customers
194,12588.0,39,1,189.85,3,5.251487779191239,0.6931471805599453,1,1,311,Potential Loyalists
195,12589.0,29,2,634.48,3,6.454380618851823,1.0986122886681098,2,2,322,Potential Loyalists
196,12590.0,211,2,9044.210000000001,1,9.109990614806977,1.0986122886681098,2,4,124,At Risk Loyal
197,12591.0,317,1,413.7,1,6.027555367252336,0.6931471805599453,1,2,112,At Risk Loyal
198,12592.0,92,2,431.5,2,6.069582326371934,1.0986122886681098,2,2,222,At Risk Loyal
199,12593.0,109,3,412.0,2,6.023447592961033,1.3862943611198906,3,2,232,At Risk Loyal
200,12594.0,38,10,3282.9700000000003,3,8.096808335329618,2.3978952727983707,4,4,344,Loyal Customers
201,12596.0,51,2,539.97,3,6.29336382444385,1.0986122886681098,2,2,322,Potential Loyalists
202,12597.0,19,4,3516.42,3,8.16548304530418,1.6094379124341003,3,4,334,Loyal Customers
203,12598.0,10,8,2986.48,4,8.002185501656689,2.1972245773362196,4,4,444,Champions
204,12599.0,29,7,1008.18,3,6.916893398893162,2.0794415416798357,4,3,343,Loyal Customers
205,12600.0,29,10,2550.24,3,7.844334794469141,2.3978952727983707,4,4,344,Loyal Customers
206,12601.0,190,5,536.8100000000001,1,6.287505337934857,1.791759469228055,3,2,132,At Risk Loyal
207,12602.0,59,1,153.12,2,5.037731519757957,0.6931471805599453,1,1,211,At Risk Loyal
208,12603.0,22,1,717.8499999999999,3,6.577652712868601,0.6931471805599453,1,3,313,Potential Loyalists
209,12604.0,79,2,251.13,2,5.5299448275105565,1.0986122886681098,2,1,221,At Risk Loyal
210,12607.0,60,1,1577.51,2,7.364236643106266,0.6931471805599453,1,3,213,At Risk Loyal
211,12609.0,78,3,1099.4,2,7.0034290290504195,1.3862943611198906,3,3,233,Loyal Customers
212,12610.0,23,5,1889.04,3,7.544353271850897,1.791759469228055,3,4,334,Loyal Customers
213,12611.0,52,1,1135.72,2,7.03590220132982,0.6931471805599453,1,3,213,At Risk Loyal
214,12612.0,74,1,697.94,2,6.549564901639741,0.6931471805599453,1,3,213,At Risk Loyal
215,12613.0,57,5,3301.6800000000003,2,8.102489539074694,1.791759469228055,3,4,234,Loyal Customers
216,12614.0,278,1,315.6,1,5.757639147446912,0.6931471805599453,1,2,112,At Risk Loyal
217,12615.0,2,4,2257.64,4,7.722518141218642,1.6094379124341003,3,4,434,Loyal Customers
218,12616.0,95,2,701.1,2,6.554075844023203,1.0986122886681098,2,3,223,At Risk Loyal
219,12617.0,29,1,352.98,3,5.869240414362608,0.6931471805599453,1,2,312,Potential Loyalists
220,12618.0,22,1,152.26,3,5.032135825542258,0.6931471805599453,1,1,311,Potential Loyalists
221,12619.0,16,9,3099.7799999999997,4,8.039408971727246,2.302585092994046,4,4,444,Champions
222,12620.0,15,3,1333.31,4,7.19616958328673,1.3862943611198906,3,3,433,Loyal Customers
223,12621.0,2,20,13264.52,4,9.492923466708142,3.044522437723423,4,4,444,Champions
224,12622.0,232,1,177.05,1,5.182064409723787,0.6931471805599453,1,1,111,At Risk Loyal
225,12623.0,276,1,299.0,1,5.703782474656201,0.6931471805599453,1,2,112,At Risk Loyal
226,12624.0,106,2,628.9300000000001,2,6.445608702101171,1.0986122886681098,2,2,222,At Risk Loyal
227,12625.0,212,2,2638.07,1,7.878181861350476,1.0986122886681098,2,4,124,At Risk Loyal
228,12626.0,23,9,6507.63,3,8.78088426758735,2.302585092994046,4,4,344,Loyal Customers
229,12627.0,11,7,4406.2300000000005,4,8.39100165317836,2.0794415416798357,4,4,444,Champions
230,12628.0,4,3,777.3100000000001,4,6.657124902398797,1.3862943611198906,3,3,433,Loyal Customers
231,12630.0,10,2,1118.58,4,7.020708893959057,1.0986122886681098,2,3,423,New Customers
232,12631.0,57,1,540.3,2,6.293973653802932,0.6931471805599453,1,2,212,At Risk Loyal
233,12633.0,59,4,2039.53,2,7.620964857016636,1.6094379124341003,3,4,234,Loyal Customers
234,12635.0,90,2,1658.68,2,7.414380091683518,1.0986122886681098,2,4,224,At Risk Loyal
235,12637.0,67,8,5924.35,2,8.686995035988623,2.1972245773362196,4,4,244,Loyal Customers
236,12638.0,33,1,571.49,3,6.349995268026932,0.6931471805599453,1,2,312,Potential Loyalists
237,12639.0,239,1,410.95000000000005,1,6.0209019827615995,0.6931471805599453,1,2,112,At Risk Loyal
238,12640.0,24,3,1140.08,3,7.039730461339353,1.3862943611198906,3,3,333,Loyal Customers
239,12641.0,115,1,160.85,2,5.086669980372253,0.6931471805599453,1,1,211,At Risk Loyal
240,12642.0,25,3,992.96,3,6.901696964398173,1.3862943611198906,3,3,333,Loyal Customers
241,12643.0,128,6,2503.7,2,7.825924245868064,1.9459101490553132,4,4,244,Loyal Customers
242,12644.0,130,1,477.90999999999997,2,6.171512688316606,0.6931471805599453,1,2,212,At Risk Loyal
243,12645.0,34,4,1750.78,3,7.468387692835411,1.6094379124341003,3,4,334,Loyal Customers
244,12646.0,5,2,1346.97,4,7.206355036031724,1.0986122886681098,2,3,423,New Customers
245,12647.0,22,12,3602.22,3,8.189583169111582,2.5649493574615367,4,4,344,Loyal Customers
246,12648.0,155,1,315.0,1,5.755742213586912,0.6931471805599453,1,2,112,At Risk Loyal
247,12649.0,107,3,614.36,2,6.422207462400415,1.3862943611198906,3,2,232,At Risk Loyal
248,12650.0,3,1,302.24,4,5.714524571188103,0.6931471805599453,1,2,412,New Customers
249,12651.0,335,1,114.0,1,4.74493212836325,0.6931471805599453,1,1,111,At Risk Loyal
250,12652.0,331,1,898.63,1,6.801983567683859,0.6931471805599453,1,3,113,At Risk Loyal
251,12653.0,149,2,2209.85,1,7.701132335950876,1.0986122886681098,2,4,124,At Risk Loyal
252,12654.0,11,5,589.78,4,6.381443697680698,1.791759469228055,3,2,432,Potential Loyalists
253,12656.0,17,5,3967.97,4,8.286261894175512,1.791759469228055,3,4,434,Loyal Customers
254,12657.0,11,4,1497.38,4,7.312139803470057,1.6094379124341003,3,3,433,Loyal Customers
255,12658.0,19,1,676.9,3,6.51899978443692,0.6931471805599453,1,3,313,Potential Loyalists
256,12659.0,30,1,88.63,3,4.4956900853692705,0.6931471805599453,1,1,311,Potential Loyalists
257,12660.0,11,1,242.05,4,5.493267183491464,0.6931471805599453,1,1,411,New Customers
258,12662.0,1,11,3782.9300000000003,4,8.238518431057743,2.4849066497880004,4,4,444,Champions
259,12664.0,8,9,4616.13,4,8.437528578922375,2.302585092994046,4,4,444,Champions
260,12665.0,325,1,59.95,1,4.110053855927281,0.6931471805599453,1,1,111,At Risk Loyal
261,12667.0,58,1,519.93,2,6.255615675720898,0.6931471805599453,1,2,212,At Risk Loyal
262,12668.0,12,4,3700.4,4,8.216466405443647,1.6094379124341003,3,4,434,Loyal Customers
263,12669.0,151,3,1590.18,1,7.372231158330554,1.3862943611198906,3,4,134,Loyal Customers
264,12670.0,10,5,2953.35,4,7.9910339394850425,1.791759469228055,3,4,434,Loyal Customers
265,12672.0,330,1,225.9,1,5.424509391785796,0.6931471805599453,1,1,111,At Risk Loyal
266,12673.0,5,2,604.42,4,6.405922432051192,1.0986122886681098,2,2,422,New Customers
267,12674.0,39,4,1949.25,3,7.575712848468423,1.6094379124341003,3,4,334,Loyal Customers
268,12676.0,25,6,1181.09,3,7.0750393371993585,1.9459101490553132,4,3,343,Loyal Customers
269,12678.0,42,12,13843.31,3,9.535629596876676,2.5649493574615367,4,4,344,Loyal Customers
270,12679.0,59,4,1085.57,2,6.990781224680515,1.6094379124341003,3,3,233,Loyal Customers
271,12680.0,1,4,850.61,4,6.747128675552541,1.6094379124341003,3,3,433,Loyal Customers
272,12681.0,15,22,13546.59,4,9.513963950710323,3.1354942159291497,4,4,444,Champions
273,12682.0,4,31,11894.48,4,9.383913775012427,3.4657359027997265,4,4,444,Champions
274,12683.0,4,15,8335.17,4,9.028359157259292,2.772588722239781,4,4,444,Champions
275,12684.0,8,7,2244.39,4,7.716634504465283,2.0794415416798357,4,4,444,Champions
276,12685.0,28,6,2814.28,3,7.942817002767582,1.9459101490553132,4,4,344,Loyal Customers
277,12686.0,372,1,86.09,1,4.466942066704648,0.6931471805599453,1,1,111,At Risk Loyal
278,12688.0,114,1,4640.66,2,8.442827339860635,0.6931471805599453,1,4,214,At Risk Loyal
279,12689.0,26,2,1229.31,3,7.115021449131928,1.0986122886681098,2,3,323,Potential Loyalists
280,12690.0,206,1,379.86,1,5.942431853530671,0.6931471805599453,1,2,112,At Risk Loyal
281,12691.0,28,6,1017.5,3,6.926086235666861,1.9459101490553132,4,3,343,Loyal Customers
282,12693.0,127,4,831.51,2,6.724445233794468,1.6094379124341003,3,3,233,Loyal Customers
